EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;LAngTHR;MtiaCount;;;;;;;;;;;;
27,3611;0;0,547222222;0,02;8;10;4;50;8;;;;;;;;;;;;
27,3611;0;0,547222222;0,03;12;10;4;30;8;;;;;;;;;;;;
27,3611;0;0,547222222;0,04;4;10;12;30;4;;;;;;;;;;;;
27,5;0;0,55;0,02;8;10;8;10;4;;;;;;;;;;;;
27,6389;0;0,552777778;0,02;4;30;12;30;8;;;;;;;;;;;;
27,6389;0;0,552777778;0,02;4;50;12;30;8;;;;;;;;;;;;
27,6389;0;0,552777778;0,03;12;30;12;10;4;;;;;;;;;;;;
27,6389;0;0,552777778;0,03;12;50;12;10;4;;;;;;;;;;;;
27,6389;0;0,552777778;0,04;4;30;4;30;4;;;;;;;;;;;;
27,6389;0;0,552777778;0,04;4;50;4;30;4;;;;;;;;;;;;
27,6389;0;0,552777778;0,04;12;10;4;30;8;;;;;;;;;;;;
27,7778;0;0,555555556;0,03;4;10;4;50;4;;;;;;;;;;;;
27,7778;0;0,555555556;0,03;8;10;4;50;8;;;;;;;;;;;;
27,7778;0;0,555555556;0,04;4;10;8;30;4;;;;;;;;;;;;
27,9167;0;0,558333333;0,02;4;50;8;50;8;;;;;;;;;;;;
27,9167;0;0,558333333;0,02;12;30;4;50;12;;;;;;;;;;;;
27,9167;0;0,558333333;0,02;12;50;4;50;12;;;;;;;;;;;;
27,9167;0;0,558333333;0,03;4;50;12;50;8;;;;;;;;;;;;
27,9167;0;0,558333333;0,03;12;10;12;10;4;;;;;;;;;;;;
27,9167;0;0,558333333;0,03;12;30;4;50;12;;;;;;;;;;;;
27,9167;0;0,558333333;0,03;12;50;4;50;12;;;;;;;;;;;;
28,0556;0;0,561111111;0,03;4;30;12;50;8;;;;;;;;;;;;
28,0556;0;0,561111111;0,04;8;10;4;50;8;;;;;;;;;;;;
28,0556;0;0,561111111;0,04;12;30;4;50;12;;;;;;;;;;;;
28,0556;0;0,561111111;0,04;12;50;4;50;12;;;;;;;;;;;;
28,1944;0;0,563888889;0,02;4;30;8;50;8;;;;;;;;;;;;
28,3333;0;0,566666667;0,02;8;10;4;30;8;;;;;;;;;;;;
28,4722;0;0,569444444;0,02;4;30;8;30;8;;;;;;;;;;;;
28,4722;0;0,569444444;0,02;4;50;8;30;8;;;;;;;;;;;;
28,4722;0;0,569444444;0,02;8;10;12;50;12;;;;;;;;;;;;
28,4722;0;0,569444444;0,03;4;10;4;30;4;;;;;;;;;;;;
28,4722;0;0,569444444;0,03;8;10;12;50;12;;;;;;;;;;;;
28,4722;0;0,569444444;0,03;12;30;8;10;4;;;;;;;;;;;;
28,4722;0;0,569444444;0,03;12;50;8;10;4;;;;;;;;;;;;
28,4722;0;0,569444444;0,04;8;10;12;50;12;;;;;;;;;;;;
28,6111;0;0,572222222;0,03;8;30;12;10;4;;;;;;;;;;;;
28,6111;0;0,572222222;0,03;8;50;12;10;4;;;;;;;;;;;;
28,6111;0;0,572222222;0,03;12;10;8;10;4;;;;;;;;;;;;
28,75;0;0,575;0,02;8;10;8;50;12;;;;;;;;;;;;
28,75;0;0,575;0,03;4;30;12;30;8;;;;;;;;;;;;
28,75;0;0,575;0,03;4;50;8;50;8;;;;;;;;;;;;
28,75;0;0,575;0,03;4;50;12;30;8;;;;;;;;;;;;
28,75;0;0,575;0,03;8;10;8;50;12;;;;;;;;;;;;
28,75;0;0,575;0,04;8;10;8;50;12;;;;;;;;;;;;
28,8889;0;0,577777778;0,03;4;30;8;50;8;;;;;;;;;;;;
28,8889;0;0,577777778;0,03;8;10;4;30;8;;;;;;;;;;;;
29,0278;0;0,580555556;0,02;8;10;12;30;12;;;;;;;;;;;;
29,0278;0;0,580555556;0,03;4;30;8;30;8;;;;;;;;;;;;
29,0278;0;0,580555556;0,03;4;50;8;30;8;;;;;;;;;;;;
29,0278;0;0,580555556;0,03;8;10;12;30;12;;;;;;;;;;;;
29,0278;0;0,580555556;0,03;8;30;8;10;4;;;;;;;;;;;;
29,0278;0;0,580555556;0,03;8;50;8;10;4;;;;;;;;;;;;
29,0278;0;0,580555556;0,04;8;10;12;30;12;;;;;;;;;;;;
29,1667;0;0,583333333;0,03;8;10;12;10;4;;;;;;;;;;;;
29,3056;0;0,586111111;0,04;4;30;12;50;8;;;;;;;;;;;;
29,3056;0;0,586111111;0,04;4;50;12;50;8;;;;;;;;;;;;
29,4444;0;0,588888889;0,04;8;10;4;30;8;;;;;;;;;;;;
29,5833;0;0,591666667;0,03;8;10;8;10;4;;;;;;;;;;;;
29,7222;0;0,594444444;0,02;8;10;8;30;12;;;;;;;;;;;;
29,7222;0;0,594444444;0,03;8;10;8;30;12;;;;;;;;;;;;
29,7222;0;0,594444444;0,04;4;30;8;50;8;;;;;;;;;;;;
29,7222;0;0,594444444;0,04;4;30;12;30;8;;;;;;;;;;;;
29,7222;0;0,594444444;0,04;4;50;8;50;8;;;;;;;;;;;;
29,7222;0;0,594444444;0,04;4;50;12;30;8;;;;;;;;;;;;
29,7222;0;0,594444444;0,04;8;10;8;30;12;;;;;;;;;;;;
29,7222;0;0,594444444;0,04;12;30;12;10;4;;;;;;;;;;;;
29,7222;0;0,594444444;0,04;12;50;12;10;4;;;;;;;;;;;;
29,8611;0;0,597222222;0,04;4;30;8;30;8;;;;;;;;;;;;
29,8611;0;0,597222222;0,04;4;50;8;30;8;;;;;;;;;;;;
30;0;0,6;0,02;8;50;4;50;12;;;;;;;;;;;;
30;0;0,6;0,02;12;50;4;30;12;;;;;;;;;;;;
30;0;0,6;0,03;8;50;4;50;12;;;;;;;;;;;;
30;0;0,6;0,03;12;50;4;30;12;;;;;;;;;;;;
30;0;0,6;0,04;4;10;4;50;4;;;;;;;;;;;;
30;0;0,6;0,04;12;50;4;30;12;;;;;;;;;;;;
30,1389;0;0,602777778;0,02;12;30;4;30;12;;;;;;;;;;;;
30,1389;0;0,602777778;0,03;12;30;4;30;12;;;;;;;;;;;;
30,1389;0;0,602777778;0,04;8;50;4;50;12;;;;;;;;;;;;
30,1389;0;0,602777778;0,04;12;10;12;10;4;;;;;;;;;;;;
30,1389;0;0,602777778;0,04;12;30;4;30;12;;;;;;;;;;;;
30,2778;0;0,605555556;0,02;8;30;4;50;12;;;;;;;;;;;;
30,2778;0;0,605555556;0,03;8;30;4;50;12;;;;;;;;;;;;
30,2778;0;0,605555556;0,04;4;10;4;30;4;;;;;;;;;;;;
30,2778;0;0,605555556;0,04;12;30;8;10;4;;;;;;;;;;;;
30,2778;0;0,605555556;0,04;12;50;8;10;4;;;;;;;;;;;;
30,4167;0;0,608333333;0,04;8;30;4;50;12;;;;;;;;;;;;
30,6944;0;0,613888889;0,02;4;30;4;50;8;;;;;;;;;;;;
30,6944;0;0,613888889;0,02;4;50;4;50;8;;;;;;;;;;;;
30,8333;0;0,616666667;0,04;12;10;8;10;4;;;;;;;;;;;;
30,9722;0;0,619444444;0,02;4;10;12;50;8;;;;;;;;;;;;
31,25;0;0,625;0,02;4;10;8;50;8;;;;;;;;;;;;
31,25;0;0,625;0,02;4;10;12;30;8;;;;;;;;;;;;
31,3889;0;0,627777778;0,03;4;30;4;50;8;;;;;;;;;;;;
31,3889;0;0,627777778;0,03;4;50;4;50;8;;;;;;;;;;;;
31,3889;0;0,627777778;0,04;8;10;12;10;4;;;;;;;;;;;;
31,3889;0;0,627777778;0,04;8;30;12;10;4;;;;;;;;;;;;
31,3889;0;0,627777778;0,04;8;50;12;10;4;;;;;;;;;;;;
31,5278;0;0,630555556;0,02;4;30;4;30;8;;;;;;;;;;;;
31,5278;0;0,630555556;0,02;4;30;12;10;4;;;;;;;;;;;;
31,5278;0;0,630555556;0,02;4;50;4;30;8;;;;;;;;;;;;
31,5278;0;0,630555556;0,02;4;50;12;10;4;;;;;;;;;;;;
31,5278;0;0,630555556;0,02;8;30;4;30;12;;;;;;;;;;;;
31,5278;0;0,630555556;0,02;8;50;4;30;12;;;;;;;;;;;;
31,5278;0;0,630555556;0,03;8;30;4;30;12;;;;;;;;;;;;
31,5278;0;0,630555556;0,03;8;50;4;30;12;;;;;;;;;;;;
31,6667;0;0,633333333;0,02;4;10;8;30;8;;;;;;;;;;;;
31,6667;0;0,633333333;0,02;4;10;12;10;4;;;;;;;;;;;;
31,6667;0;0,633333333;0,02;4;30;8;10;4;;;;;;;;;;;;
31,6667;0;0,633333333;0,02;4;50;8;10;4;;;;;;;;;;;;
31,6667;0;0,633333333;0,02;12;10;4;50;12;;;;;;;;;;;;
31,6667;0;0,633333333;0,03;4;10;12;50;8;;;;;;;;;;;;
31,6667;0;0,633333333;0,03;12;10;4;50;12;;;;;;;;;;;;
31,6667;0;0,633333333;0,04;12;10;4;50;12;;;;;;;;;;;;
31,8056;0;0,636111111;0,02;4;10;8;10;4;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;10;8;10;4;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;30;4;30;12;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;30;8;10;4;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;50;4;30;12;;;;;;;;;;;;
31,8056;0;0,636111111;0,04;8;50;8;10;4;;;;;;;;;;;;
31,9444;0;0,638888889;0,02;12;10;4;10;4;;;;;;;;;;;;
31,9444;0;0,638888889;0,02;12;30;4;10;4;;;;;;;;;;;;
31,9444;0;0,638888889;0,02;12;50;4;10;4;;;;;;;;;;;;
31,9444;0;0,638888889;0,03;4;10;8;50;8;;;;;;;;;;;;
31,9444;0;0,638888889;0,03;4;10;12;30;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;8;30;4;10;4;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;8;50;4;10;4;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;12;10;4;30;12;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;12;30;12;10;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,02;12;50;12;10;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,03;4;30;4;30;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,03;4;50;4;30;8;;;;;;;;;;;;
32,0833;0;0,641666667;0,03;12;10;4;30;12;;;;;;;;;;;;
32,2222;0;0,644444444;0,02;8;10;4;10;4;;;;;;;;;;;;
32,2222;0;0,644444444;0,02;12;10;12;10;8;;;;;;;;;;;;
32,2222;0;0,644444444;0,04;12;10;4;30;12;;;;;;;;;;;;
32,3611;0;0,647222222;0,02;8;30;12;10;8;;;;;;;;;;;;
32,3611;0;0,647222222;0,02;8;50;12;10;8;;;;;;;;;;;;
32,3611;0;0,647222222;0,03;4;10;8;30;8;;;;;;;;;;;;
32,3611;0;0,647222222;0,04;4;30;4;50;8;;;;;;;;;;;;
32,3611;0;0,647222222;0,04;4;50;4;50;8;;;;;;;;;;;;
32,6389;0;0,652777778;0,02;12;30;8;10;8;;;;;;;;;;;;
32,6389;0;0,652777778;0,02;12;50;8;10;8;;;;;;;;;;;;
32,7778;0;0,655555556;0,03;12;30;12;10;8;;;;;;;;;;;;
32,7778;0;0,655555556;0,03;12;50;12;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,02;8;10;12;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,02;8;30;8;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,02;8;50;8;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,02;12;10;8;10;8;;;;;;;;;;;;
32,9167;0;0,658333333;0,03;12;30;4;10;4;;;;;;;;;;;;
32,9167;0;0,658333333;0,03;12;50;4;10;4;;;;;;;;;;;;
32,9167;0;0,658333333;0,04;4;10;12;50;8;;;;;;;;;;;;
33,0556;0;0,661111111;0,03;12;10;4;10;4;;;;;;;;;;;;
33,0556;0;0,661111111;0,03;12;10;12;10;8;;;;;;;;;;;;
33,1944;0;0,663888889;0,03;4;10;12;10;4;;;;;;;;;;;;
33,1944;0;0,663888889;0,03;4;30;12;10;4;;;;;;;;;;;;
33,1944;0;0,663888889;0,03;4;50;12;10;4;;;;;;;;;;;;
33,1944;0;0,663888889;0,04;4;10;8;50;8;;;;;;;;;;;;
33,1944;0;0,663888889;0,04;4;10;12;30;8;;;;;;;;;;;;
33,1944;0;0,663888889;0,04;4;30;4;30;8;;;;;;;;;;;;
33,1944;0;0,663888889;0,04;4;50;4;30;8;;;;;;;;;;;;
33,3333;0;0,666666667;0,02;8;10;4;50;12;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;4;10;8;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;4;30;8;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;4;50;8;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;10;4;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;10;4;50;12;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;30;4;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;30;12;10;8;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;50;4;10;4;;;;;;;;;;;;
33,3333;0;0,666666667;0,03;8;50;12;10;8;;;;;;;;;;;;
33,4722;0;0,669444444;0,02;4;10;4;50;8;;;;;;;;;;;;
33,4722;0;0,669444444;0,04;8;10;4;50;12;;;;;;;;;;;;
33,4722;0;0,669444444;0,04;12;30;12;10;8;;;;;;;;;;;;
33,4722;0;0,669444444;0,04;12;50;12;10;8;;;;;;;;;;;;
33,6111;0;0,672222222;0,02;4;10;4;10;4;;;;;;;;;;;;
33,6111;0;0,672222222;0,02;4;30;4;10;4;;;;;;;;;;;;
33,6111;0;0,672222222;0,02;4;50;4;10;4;;;;;;;;;;;;
33,6111;0;0,672222222;0,02;8;10;8;10;8;;;;;;;;;;;;
33,6111;0;0,672222222;0,03;12;30;8;10;8;;;;;;;;;;;;
33,6111;0;0,672222222;0,03;12;50;8;10;8;;;;;;;;;;;;
33,75;0;0,675;0,02;4;10;4;30;8;;;;;;;;;;;;
33,75;0;0,675;0,02;8;10;4;30;12;;;;;;;;;;;;
33,75;0;0,675;0,03;8;10;4;30;12;;;;;;;;;;;;
33,75;0;0,675;0,03;12;10;8;10;8;;;;;;;;;;;;
33,75;0;0,675;0,04;4;10;8;30;8;;;;;;;;;;;;
33,75;0;0,675;0,04;8;10;4;30;12;;;;;;;;;;;;
33,8889;0;0,677777778;0,03;8;10;12;10;8;;;;;;;;;;;;
33,8889;0;0,677777778;0,03;8;30;8;10;8;;;;;;;;;;;;
33,8889;0;0,677777778;0,03;8;50;8;10;8;;;;;;;;;;;;
34,0278;0;0,680555556;0,03;4;10;4;50;8;;;;;;;;;;;;
34,0278;0;0,680555556;0,04;12;10;12;10;8;;;;;;;;;;;;
34,0278;0;0,680555556;0,04;12;30;8;10;8;;;;;;;;;;;;
34,0278;0;0,680555556;0,04;12;50;8;10;8;;;;;;;;;;;;
34,3056;0;0,686111111;0,03;8;10;8;10;8;;;;;;;;;;;;
34,4444;0;0,688888889;0,02;4;30;12;30;12;;;;;;;;;;;;
34,4444;0;0,688888889;0,02;4;50;12;30;12;;;;;;;;;;;;
34,4444;0;0,688888889;0,03;4;10;4;30;8;;;;;;;;;;;;
34,4444;0;0,688888889;0,03;4;30;12;30;12;;;;;;;;;;;;
34,4444;0;0,688888889;0,03;4;50;12;30;12;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;8;30;12;10;8;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;8;50;12;10;8;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;12;10;4;10;4;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;12;30;4;10;4;;;;;;;;;;;;
34,4444;0;0,688888889;0,04;12;50;4;10;4;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;4;30;12;30;12;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;4;50;12;30;12;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;8;10;4;10;4;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;8;30;4;10;4;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;8;50;4;10;4;;;;;;;;;;;;
34,5833;0;0,691666667;0,04;12;10;8;10;8;;;;;;;;;;;;
34,7222;0;0,694444444;0,03;4;10;4;10;4;;;;;;;;;;;;
34,7222;0;0,694444444;0,03;4;30;4;10;4;;;;;;;;;;;;
34,7222;0;0,694444444;0,03;4;50;4;10;4;;;;;;;;;;;;
34,7222;0;0,694444444;0,04;4;10;4;50;8;;;;;;;;;;;;
34,7222;0;0,694444444;0,04;8;10;12;10;8;;;;;;;;;;;;
34,8611;0;0,697222222;0,04;8;30;8;10;8;;;;;;;;;;;;
34,8611;0;0,697222222;0,04;8;50;8;10;8;;;;;;;;;;;;
35;0;0,7;0,02;4;30;8;30;12;;;;;;;;;;;;
35;0;0,7;0,02;4;30;8;50;12;;;;;;;;;;;;
35;0;0,7;0,02;4;30;12;50;12;;;;;;;;;;;;
35;0;0,7;0,02;4;50;8;30;12;;;;;;;;;;;;
35;0;0,7;0,02;4;50;8;50;12;;;;;;;;;;;;
35;0;0,7;0,02;4;50;12;50;12;;;;;;;;;;;;
35;0;0,7;0,03;4;30;8;30;12;;;;;;;;;;;;
35;0;0,7;0,03;4;30;8;50;12;;;;;;;;;;;;
35;0;0,7;0,03;4;30;12;50;12;;;;;;;;;;;;
35;0;0,7;0,03;4;50;8;30;12;;;;;;;;;;;;
35;0;0,7;0,03;4;50;8;50;12;;;;;;;;;;;;
35;0;0,7;0,03;4;50;12;50;12;;;;;;;;;;;;
35;0;0,7;0,04;4;10;4;30;8;;;;;;;;;;;;
35;0;0,7;0,04;4;10;12;10;4;;;;;;;;;;;;
35;0;0,7;0,04;4;30;12;10;4;;;;;;;;;;;;
35;0;0,7;0,04;4;50;12;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;10;8;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;8;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;8;30;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;8;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;30;12;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;50;8;10;4;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;50;8;30;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;50;8;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;4;50;12;50;12;;;;;;;;;;;;
35,1389;0;0,702777778;0,04;8;10;8;10;8;;;;;;;;;;;;
35,2778;0;0,705555556;0,02;12;30;4;10;8;;;;;;;;;;;;
35,2778;0;0,705555556;0,02;12;50;4;10;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;8;30;4;10;8;;;;;;;;;;;;
35,4167;0;0,708333333;0,02;8;50;4;10;8;;;;;;;;;;;;
35,5556;0;0,711111111;0,02;12;10;4;10;8;;;;;;;;;;;;
35,6944;0;0,713888889;0,02;8;10;4;10;8;;;;;;;;;;;;
35,6944;0;0,713888889;0,03;12;30;4;10;8;;;;;;;;;;;;
35,6944;0;0,713888889;0,03;12;50;4;10;8;;;;;;;;;;;;
35,8333;0;0,716666667;0,02;4;30;4;30;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,02;4;30;4;50;12;;;;;;;;;;;;
35,8333;0;0,716666667;0,02;4;50;4;30;12;;;;;;;;;;;;
